LOJA;LONGITUDE;LATITUDE;REGIAO;DISTRITO
1;-46,6351125;-23,54860376;GR01;CENTRO-SP
2;-43,18535;-22,90547917;GR12;RIO NITERÓI
3;-43,03067553;-22,88959198;GR12;RIO NITERÓI
5;-43,17990402;-22,90472517;GR12;RIO NITERÓI
6;-46,68802986;-23,5749753;GR01;CENTRO-SP
7;-43,39647491;-22,7700777;GR08;BAIXADA2
8;-46,32787175;-23,93483686;GR09;BAIXADA SANTISTA -SP
9;-47,06453855;-22,90762306;GR04;CAMPINAS
10;-43,1762695;-22,95722761;GR08;BAIXADA2
11;-43,37209484;-22,80087592;GR08;BAIXADA2
12;-43,3383016;-22,87292518;GR08;BAIXADA
14;-43,34597231;-21,76041385;GR12;REG. SERRANA/MG INT
15;-49,27402614;-25,43136466;GR05;CURITIBA
16;-49,07556964;-22,32323301;GR04;SP INTERIOR
17;-44,1048472;-22,51715179;GR08;BAIXADA
18;-43,17397281;-22,50913624;GR12;REG. SERRANA/MG INT
19;-43,23284366;-22,92410426;GR08;BAIXADA
20;-43,18581645;-22,96998478;GR03;BARRA/IPANEMA
21;-49,387245;-20,816215;GR04;SP INTERIOR
22;-43,21087753;-22,98384495;GR03;BARRA/IPANEMA
23;-43,93976938;-19,91791232;GR02;TRIANGULO MINEIRO/BH
24;-47,80947024;-21,17522643;GR04;SP INTERIOR
25;-43,28313421;-22,90345913;GR08;BAIXADA2
26;-52,1423779;-32,04726715;GR05;RIO GRANDE DO SUL
27;-46,6274319;-23,61984416;GR01;ABCD-SP
28;-51,16362525;-23,31094466;GR05;PARANA/SP INT
29;-46,70366044;-23,51897509;GR01;TABOÃO/OSASCO
30;-39,07370334;-13,37016273;GR11;SALVADOR 1
31;-43,45031128;-22,75920277;GR08;BAIXADA
32;-43,55956369;-22,90455969;GR03;RIO ZONA OESTE
33;-49,2624719;-16,6759982;GR10;GOIÁS/TOCANTINS
35;-47,8847055;-15,7952789;GR10;BRASÍLIA
36;-54,62058501;-20,46057973;GR10;MT/MS
37;-34,88327134;-8,060662609;GR06;PERNAMBUCO 2
38;-47,02689749;-22,89362081;GR04;CAMPINAS
39;-48,05223654;-15,83320287;GR10;TAGUATINGA
40;-43,94255751;-19,95831402;GR02;TRIANGULO MINEIRO/BH
41;-51,94595;-23,4209;GR05;PARANA/SP INT
42;-51,22849985;-30,02998354;GR05;RIO GRANDE DO SUL
43;-46,666665;-23,608475;GR01;CENTRO-SP
44;-38,43937099;-12,90418217;GR11;SALVADOR
45;-40,33156215;-20,31974714;GR02;ESPIRITO SANTO
46;-43,18105494;-22,93210839;GR08;BAIXADA2
47;-38,53198879;-3,737871385;GR09;CEARÁ 2
48;-48,49390585;-1,453642595;GR13;AMAPÁ/PARÁ
49;-48,27839775;-18,92033881;GR02;TRIANGULO MINEIRO/BH
50;-35,70029314;-9,649186421;GR11;AL/SE
51;-42,94117896;-22,7747948;GR12;RIO NITERÓI
52;-38,51463912;-12,98103173;GR11;SALVADOR
56;-34,87440297;-8,03701099;GR06;PERNAMBUCO
57;-43,4182217;-22,80928511;GR08;BAIXADA
58;-42,03861691;-22,87531232;GR12;REG. DOS LAGOS
59;-37,04932418;-10,90960563;GR11;AL/SE
60;-50,41274182;-22,66149007;GR04;SP INTERIOR
61;-44,29049287;-2,53365562;GR13;MARANHÃO/PIAUI
63;-38,5133359;-12,98516238;GR11;SALVADOR
64;-35,20680644;-5,786150415;GR06;RIO G NORTE/PARAÍBA
65;-46,55045881;-23,71108218;GR01;ABCD-SP
66;-48,55637437;-27,59377062;GR05;SANTA CATARINA
67;-43,61237409;-22,97455566;GR03;BARRA/IPANEMA
68;-45,00293078;-21,24794339;GR02;MG INTERIOR
69;-43,31442433;-22,78672989;GR08;BAIXADA2
70;-48,65240123;-27,62343216;GR05;SANTA CATARINA
71;-49,27007948;-25,42304739;GR05;CURITIBA
72;-46,7789533;-23,52929694;GR01;TABOÃO/OSASCO
73;-46,68688942;-23,5960582;GR01;CENTRO-SP
74;-43,8836659;-4,454817826;GR13;MARANHÃO/PIAUI
75;-46,55174496;-23,69734691;GR01;ABCD-SP
76;-44,0871156;-22,51142646;GR08;BAIXADA
77;-43,36024007;-22,92499993;GR03;RIO ZONA OESTE
78;-41,50890968;-17,86293614;GR02;MG INTERIOR
79;-46,99482423;-18,93722414;GR02;TRIANGULO MINEIRO/BH
80;-43,36281182;-4,861807209;GR13;MARANHÃO/PIAUI
81;-44,3162396;-23,00718031;GR03;RIO ZONA OESTE
82;-48,19315854;-18,65110224;GR02;TRIANGULO MINEIRO/BH
83;-38,35541898;-12,91052682;GR11;SALVADOR 1
84;-38,50346903;-12,9687137;GR11;SALVADOR
85;-46,67775073;-23,67332968;GR01;CENTRO-SP
86;-45,88009073;-23,20038111;GR09;VALE DO PARAIBA - SP
87;-43,1241359;-22,8960541;GR12;RIO NITERÓI
88;-34,90140852;-8,117377477;GR06;PERNAMBUCO 2
89;-47,38655361;-22,53227186;GR04;CAMPINAS
90;-43,56323005;-22,91983618;GR03;RIO ZONA OESTE
91;-48,27705969;-18,917095;GR02;TRIANGULO MINEIRO/BH
92;-35,71522031;-9,647122795;GR11;AL/SE
93;-61,92528705;-10,88582425;GR13;AMAZONIA
94;-49,27609841;-25,44048055;GR05;CURITIBA
95;-43,55703591;-22,88475972;GR03;RIO ZONA OESTE
96;-41,93818555;-22,52331116;GR12;REG. DOS LAGOS
97;-43,94514063;-19,8232028;GR02;TRIANGULO MINEIRO/BH
98;-47,12752855;-22,92807714;GR04;CAMPINAS
99;-44,19965048;-19,9639543;GR02;MG INTERIOR
100;-43,36460859;-22,98249796;GR03;BARRA/IPANEMA
101;-46,57700527;-23,5423418;GR01;ZONA LESTE-SP
102;-48,48210688;-1,467194676;GR13;AMAPÁ/PARÁ
103;-40,2923466;-20,30465441;GR02;ESPIRITO SANTO
104;-43,34730395;-21,75928761;GR12;REG. SERRANA/MG INT
105;-52,4541551;-23,07647919;GR05;PARANA/SP INT
106;-38,49693853;-3,736579036;GR09;CEARÁ 1
107;-38,55712625;-3,73392606;GR09;CEARÁ 1
108;-43,30429037;-22,75293227;GR08;BAIXADA2
109;-48,54795583;-27,5862239;GR05;SANTA CATARINA
110;-46,54739339;-23,52434962;GR01;ZONA LESTE-SP
111;-38,45798611;-13,00612919;GR11;SALVADOR
112;-48,61141659;-17,75833038;GR10;GOIÁS/TOCANTINS
113;-56,0501814;-15,55627811;GR10;MT/MS
114;-48,33484;-18,92736;GR02;TRIANGULO MINEIRO/BH
115;-51,21597924;-23,31203345;GR05;PARANA/SP INT
116;-49,0693975;-26,88296328;GR05;SANTA CATARINA
118;-51,20143994;-30,02380266;GR05;RIO GRANDE DO SUL
119;-43,2823984;-22,88726669;GR03;RIO ZONA OESTE
120;-46,70124462;-23,62201638;GR01;CENTRO-SP
121;-43,25194485;-22,91381982;GR08;BAIXADA2
122;-49,07218245;-11,73266417;GR10;GOIÁS/TOCANTINS
123;-34,92122087;-8,167781499;GR06;PERNAMBUCO 2
124;-43,08773635;-22,88144346;GR12;RIO NITERÓI
125;-47,46664428;-23,54018276;GR04;CAMPINAS
126;-46,93555488;-19,59468816;GR02;TRIANGULO MINEIRO/BH
127;-46,676765;-23,529365;GR01;ZONA SUL-SP
128;-49,23640397;-16,70795528;GR10;GOIÁS/TOCANTINS
129;-46,78640138;-24,18378314;GR09;BAIXADA SANTISTA -SP
130;-38,47379226;-12,96597271;GR11;SALVADOR
131;-43,45681904;-22,74519329;GR08;BAIXADA
132;-46,1789774;-23,51685051;GR09;VALE DO PARAIBA - SP
133;-48,45114234;-1,361055283;GR13;AMAPÁ/PARÁ
134;-57,68745967;-16,0668703;GR10;MT/MS
135;-43,17867255;-22,94099097;GR03;RIO ZONA OESTE
136;-37,06002915;-10,94152445;GR11;AL/SE
137;-47,96287354;-15,86730759;GR10;BRASÍLIA
138;-43,92745441;-19,87430879;GR02;TRIANGULO MINEIRO/BH
139;-43,36807;-22,926545;GR03;RIO ZONA OESTE
140;-53,30364467;-23,75994044;GR05;PARANA/SP INT
141;-34,89113477;-8,086961393;GR06;PERNAMBUCO 2
142;-49,15778388;-25,34125818;GR05;CURITIBA
143;-51,0530198;0,037725607;GR13;AMAPÁ/PARÁ
144;-45,79640695;-12,08966745;GR11;BA INT
145;-43,17631619;-22,91210346;GR08;BAIXADA
146;-47,9440426;-15,831895;GR10;BRASÍLIA
147;-40,27566175;-20,23911316;GR02;ESPIRITO SANTO
148;-38,48973023;-3,757323249;GR09;CEARÁ
149;-46,6387199;-23,54604742;GR01;CENTRO-SP
152;-43,96783338;-19,88871768;GR02;TRIANGULO MINEIRO/BH
153;-35,26076711;-5,912639023;GR06;RIO G NORTE/PARAÍBA
154;-51,22791251;-30,04871037;GR05;RIO GRANDE DO SUL
155;-46,33159219;-23,9584599;GR09;BAIXADA SANTISTA -SP
156;-43,9398768;-19,9215313;GR02;TRIANGULO MINEIRO/BH
157;-43,19681661;-22,79501007;GR08;BAIXADA2
158;-48,60810443;-27,58658785;GR05;SANTA CATARINA
159;-34,84166107;-7,097777865;GR06;RIO G NORTE/PARAÍBA
161;-48,20039133;-21,78431345;GR04;SP INTERIOR
162;-46,582545;-23,595135;GR01;ABCD-SP
163;-46,50602398;-23,56699293;GR01;ZONA LESTE-SP
164;-43,30366574;-22,84673346;GR08;BAIXADA
165;-46,8922521;-23,16963741;GR04;CAMPINAS
166;-50,15282144;-25,09445479;GR05;CURITIBA
167;-44,042855;-19,941295;GR02;MG INTERIOR
168;-46,53288742;-23,66807705;GR01;ABCD-SP
169;-49,26558378;-25,43738273;GR05;CURITIBA
172;-48,84960493;-26,30301358;GR05;SANTA CATARINA
173;-47,76794155;-21,20313588;GR04;SP INTERIOR
174;-38,51122343;-12,99046693;GR11;SALVADOR
175;-43,27195003;-22,87890518;GR08;BAIXADA2
176;-54,59321119;-20,45980502;GR10;MT/MS
177;-47,64976425;-22,70401201;GR04;CAMPINAS
178;-48,49146506;-20,9483978;GR04;SP INTERIOR
179;-47,2826458;-23,26469086;GR04;CAMPINAS
181;-51,151225;-30,01055;GR05;RIO GRANDE DO SUL
182;-48,65948544;-26,90394584;GR05;SANTA CATARINA
183;-48,27547358;-15,73545051;GR10;TAGUATINGA
184;-43,04774335;-22,82256415;GR12;RIO NITERÓI
185;-48,0455458;-15,83533905;GR10;TAGUATINGA
186;-51,1271508;-29,73847171;GR05;RIO GRANDE DO SUL
187;-40,28966935;-20,34108467;GR02;ESPIRITO SANTO
188;-43,33195308;-22,75867047;GR08;BAIXADA2
189;-53,4775;-24,9505;GR05;PARANA/SP INT
190;-49,32129456;-16,78650017;GR10;GOIÁS/TOCANTINS
191;-50,43518561;-21,22180967;GR04;SP INTERIOR
192;-43,93297091;-19,9399636;GR02;MG INTERIOR
193;-47,41202288;-20,55173267;GR04;SP INTERIOR
194;-47,41481467;-22,755214;GR04;CAMPINAS
195;-47,0636804;-22,84762371;GR04;CAMPINAS
196;-46,41096664;-23,9978741;GR09;BAIXADA SANTISTA -SP
197;-49,06889205;-26,9197125;GR05;SANTA CATARINA
198;-34,88030432;-7,115340061;GR06;RIO G NORTE/PARAÍBA
199;-38,54100397;-3,740643151;GR09;CEARÁ 2
200;-39,27717924;-14,80027007;GR11;BA INT
201;-43,95370993;-19,81664835;GR02;MG INTERIOR
202;-47,21652609;-22,86487944;GR04;CAMPINAS
203;-51,3693576;-20,88535303;GR04;SP INTERIOR
204;-49,229418;-25,45104966;GR05;CURITIBA
205;-51,90721857;-23,42016455;GR05;PARANA/SP INT
206;-47,8826858;-15,79038282;GR10;BRASÍLIA
207;-49,19975894;-25,53842278;GR05;CURITIBA
208;-56,08528822;-15,58958164;GR10;MT/MS
209;-44,88764826;-20,14499192;GR02;MG INTERIOR
210;-51,39075696;-22,13128456;GR04;SP INTERIOR
211;-48,06481578;-15,90374144;GR10;TAGUATINGA
212;-47,652152;-15,621626;GR10;BRASÍLIA
213;-42,53172371;-22,28605391;GR12;REG. SERRANA/MG INT
214;-45,07434511;-23,42903053;GR09;VALE DO PARAIBA - SP
215;-34,8795672;-7,9408658;GR06;PERNAMBUCO
216;-49,22866453;-25,51724564;GR05;CURITIBA
217;-49,23881515;-16,6693055;GR10;GOIÁS/TOCANTINS
218;-40,05818355;-19,35456436;GR02;ESPIRITO SANTO
219;-38,394628;-12,785552;GR11;SALVADOR 1
221;-51,08082978;-29,93701916;GR05;RIO GRANDE DO SUL
222;-47,9405337;-15,80479181;GR10;BRASÍLIA
223;-43,34693289;-21,77688099;GR12;REG. SERRANA/MG INT
224;-45,96335164;-23,30386698;GR09;VALE DO PARAIBA - SP
225;-46,60077532;-23,5981355;GR01;ABCD-SP
226;-35,218965;-5,8078;GR06;RIO G NORTE/PARAÍBA
227;-43,46567261;-22,87670038;GR03;RIO ZONA OESTE
228;-49,08503568;-26,48004478;GR05;SANTA CATARINA
229;-45,885125;-23,23962;GR09;VALE DO PARAIBA - SP
230;-44,45141393;-22,46639816;GR08;BAIXADA
231;-46,73632;-23,62952;GR01;ZONA SUL-SP
232;-49,257375;-16,66096;GR10;GOIÁS/TOCANTINS
233;-51,17970917;-29,90537859;GR05;RIO GRANDE DO SUL
234;-47,80843686;-21,18220838;GR04;SP INTERIOR
235;-49,29440928;-25,47923007;GR05;CURITIBA
236;-35,86752703;-7,235773354;GR06;RIO G NORTE/PARAÍBA
238;-46,72513425;-23,58680758;GR01;ZONA SUL-SP
239;-46,83276809;-23,50525689;GR01;TABOÃO/OSASCO
240;-47,8923325;-15,79555445;GR10;BRASÍLIA
241;-48,99225305;-28,4736184;GR05;SANTA CATARINA
242;-46,70045;-23,67382;GR01;ZONA SUL-SP
243;-34,95433163;-8,012289876;GR06;PERNAMBUCO 2
244;-48,02321311;-15,84204985;GR10;TAGUATINGA
245;-42,55740026;-19,48616084;GR02;MG INTERIOR
246;-46,54949479;-23,48847176;GR01;ZONA LESTE-SP
247;-35,95447545;-8,292838252;GR06;PERNAMBUCO
248;-51,15653793;-23,311455;GR05;PARANA/SP INT
249;-46,60103155;-21,77609971;GR04;CAMPINAS
250;-38,94786171;-12,24484698;GR11;SALVADOR 1
251;-48,95748199;-16,34223077;GR10;TAGUATINGA
252;-40,84466306;-14,89318749;GR11;BA INT
253;-44,27609111;-2,50151672;GR13;MARANHÃO/PIAUI
254;-44,78430733;-4,233498842;GR13;MARANHÃO/PIAUI
255;-47,78210075;-15,64890724;GR10;BRASÍLIA
256;-44,01941389;-19,96091354;GR02;MG INTERIOR
257;-56,07389232;-15,61205309;GR10;MT/MS
258;-43,34144231;-22,87095607;GR08;BAIXADA
259;-35,21257818;-5,833304704;GR06;RIO G NORTE/PARAÍBA
260;-46,52928472;-23,65909346;GR01;ABCD-SP
261;-45,19830658;-22,81109827;GR09;VALE DO PARAIBA - SP
262;-46,781699;-23,613581;GR01;TABOÃO/OSASCO
263;-54,79388479;-22,22612207;GR10;MT/MS
264;-46,31856671;-23,5419484;GR09;VALE DO PARAIBA - SP
265;-48,056949;-15,836139;GR10;TAGUATINGA
266;-35,17807524;-5,875857709;GR06;RIO G NORTE/PARAÍBA
267;-49,34583463;-28,68419593;GR05;SANTA CATARINA
268;-44,01944963;-19,97366998;GR02;TRIANGULO MINEIRO/BH
269;-49,27100567;-25,43316273;GR05;CURITIBA
270;-38,62041036;-3,878839722;GR09;CEARÁ 1
271;-38,96522745;-12,24823919;GR11;SALVADOR 1
272;-45,58014871;-23,02562406;GR09;VALE DO PARAIBA - SP
273;-44,288815;-2,511904999;GR13;MARANHÃO/PIAUI
274;-44,88193739;-20,12786544;GR02;MG INTERIOR
275;-38,48103838;-3,78634071;GR09;CEARÁ
276;-49,38030495;-20,81086507;GR04;SP INTERIOR
277;-46,45989229;-23,66605586;GR01;ABCD-SP
278;-42,966349;-22,410612;GR12;REG. SERRANA/MG INT
279;-47,40803345;-22,5702478;GR04;CAMPINAS
280;-39,32560749;-7,222138488;GR09;CEARÁ 2
281;-43,2098949;-22,11546714;GR12;REG. SERRANA/MG INT
282;-48,47863277;-1,417110576;GR13;AMAPÁ/PARÁ
283;-47,950725;-19,764325;GR02;TRIANGULO MINEIRO/BH
284;-51,21297248;-30,04588174;GR05;RIO GRANDE DO SUL
285;-49,324771;-16,660879;GR10;GOIÁS/TOCANTINS
286;-48,65010651;-26,99544767;GR05;SANTA CATARINA
287;-46,38329982;-23,96736049;GR09;BAIXADA SANTISTA -SP
288;-50,15777347;-25,09386294;GR05;CURITIBA
289;-46,64515817;-23,48361099;GR01;ABCD-SP
290;-53,79786916;-29,68916689;GR05;RIO GRANDE DO SUL
291;-37,36353954;-5,180315771;GR06;RIO G NORTE/PARAÍBA
292;-54,57428027;-25,53287669;GR05;PARANA/SP INT
293;-41,93997186;-18,8479276;GR02;MG INTERIOR
294;-43,36221215;-21,78098308;GR12;REG. SERRANA/MG INT
295;-47,14908753;-22,76336261;GR04;CAMPINAS
296;-49,05009979;-22,34218917;GR04;SP INTERIOR
297;-49,39324;-20,835455;GR04;SP INTERIOR
298;-60,02078;-3,134695;GR13;AMAZONIA
299;-43,87210959;-19,91893851;GR02;MG INTERIOR
300;-41,94552009;-18,85526798;GR02;MG INTERIOR
301;-48,0381394;-23,57903547;GR04;CAMPINAS
302;-45,88677361;-23,18342703;GR09;VALE DO PARAIBA - SP
303;-40,39172358;-20,33997104;GR02;ESPIRITO SANTO
304;-38,4966773;-3,733585836;GR09;CEARÁ
305;-48,33500251;-10,19172333;GR10;GOIÁS/TOCANTINS
306;-50,91955945;-17,78935382;GR10;GOIÁS/TOCANTINS
307;-48,48230256;-1,452054231;GR13;AMAPÁ/PARÁ
308;-43,10972081;-22,90395689;GR12;RIO NITERÓI
310;-54,60778923;-16,47084411;GR10;MT/MS
311;-39,31812483;-7,200742341;GR09;CEARÁ 2
312;-48,94390942;-16,30783063;GR10;TAGUATINGA
313;-56,11133496;-15,58770893;GR10;MT/MS
314;-46,19655573;-23,52133359;GR09;VALE DO PARAIBA - SP
315;-49,95248;-22,21883;GR04;SP INTERIOR
316;-47,45854635;-23,49973511;GR04;CAMPINAS
317;-43,8712051;-16,74015782;GR02;MG INTERIOR
318;-41,806419;-22,392787;GR12;REG. DOS LAGOS
320;-49,96809233;-22,18615638;GR04;SP INTERIOR
321;-63,8772748;-8,7470245;GR13;AMAZONIA
322;-45,413335;-23,620275;GR09;VALE DO PARAIBA - SP
323;-49,28957862;-25,47796142;GR05;CURITIBA
324;-51,46895402;-25,39298872;GR05;PARANA/SP INT
325;-51,14644759;-29,76374492;GR05;RIO GRANDE DO SUL
326;-35,03011097;-8,279720646;GR06;PERNAMBUCO 2
327;-38,48019277;-3,791254117;GR09;CEARÁ
328;-42,81568234;-5,093578791;GR13;MARANHÃO/PIAUI
329;-35,73560651;-9,638461509;GR11;AL/SE
330;-46,513535;-18,586147;GR02;TRIANGULO MINEIRO/BH
331;-48,627612;-27,554779;GR05;SANTA CATARINA
332;-51,175695;-23,26111;GR05;PARANA/SP INT
333;-39,41191254;-7,23120591;GR09;CEARÁ 2
334;-42,85585218;-22,74617491;GR12;RIO NITERÓI
335;-34,83430601;-7,097301156;GR06;RIO G NORTE/PARAÍBA
336;-39,26732738;-12,95609209;GR11;SALVADOR 1
337;-48,06826;-16,016041;GR10;TAGUATINGA
338;-47,01374669;-22,95311774;GR04;CAMPINAS
339;-48,96804015;-21,13640437;GR04;SP INTERIOR
340;-60,02417006;-3,100938182;GR13;AMAZONIA
341;-38,55002578;-3,766442593;GR09;CEARÁ 2
342;-35,24683843;-5,759355357;GR06;RIO G NORTE/PARAÍBA
343;-40,35124884;-3,68845815;GR09;CEARÁ
344;-49,20417054;-25,53764716;GR05;CURITIBA
345;-46,25774843;-23,99380137;GR09;BAIXADA SANTISTA -SP
346;-47,985905;-16,078799;GR10;TAGUATINGA
347;-44,99380509;-12,15071253;GR11;BA INT
348;-48,0633405;-15,87141269;GR10;TAGUATINGA
349;-52,27468967;-27,6326812;GR05;RIO GRANDE DO SUL
350;-38,347749;-12,901184;GR11;SALVADOR 1
351;-42,35923891;-21,13057738;GR12;REG. SERRANA/MG INT
352;-39,73926578;-17,5378881;GR11;BA INT
353;-48,26291973;-18,9115528;GR02;TRIANGULO MINEIRO/BH
354;-48,46807788;-27,46938316;GR05;SANTA CATARINA
355;-55,72182;-12,549585;GR10;MT/MS
356;-48,54714811;-22,29699219;GR04;SP INTERIOR
357;-54,61703136;-20,46495322;GR10;MT/MS
359;-41,77810928;-22,37202696;GR12;REG. DOS LAGOS
360;-56,13803095;-15,64792934;GR10;MT/MS
361;-44,24654666;-2,517244576;GR13;MARANHÃO/PIAUI
362;-38,49015799;-3,735715484;GR09;CEARÁ 1
364;-44,28037175;-2,493405127;GR13;MARANHÃO/PIAUI
365;-39,58241933;-16,37363785;GR11;BA INT
366;-48,36995052;-1,366388142;GR13;AMAPÁ/PARÁ
367;-47,94198806;-18,17065207;GR10;GOIÁS/TOCANTINS
368;-47,92742089;-1,295287141;GR13;AMAPÁ/PARÁ
369;-43,766002;-22,852176;GR03;RIO ZONA OESTE
370;-38,46036904;-12,97513192;GR11;SALVADOR
371;-67,848151;-9,98567;GR13;AMAZONIA
373;-35,972109;-8,277781;GR06;PERNAMBUCO
374;-44,244181;-19,458284;GR02;MG INTERIOR
375;-48,488915;-1,44568;GR13;AMAPÁ/PARÁ
376;-51,190744;-29,171505;GR05;RIO GRANDE DO SUL
377;-40,26676468;-20,19353462;GR02;ESPIRITO SANTO
